"Country or Area","Year(s)","Variant","Value"
"Saint Vincent and the Grenadines","2070","Upper 95 PI","111.801"
"Saint Vincent and the Grenadines","2070","Lower 95 PI","74.465"
"Saint Vincent and the Grenadines","2069","Medium","92.82"
"Saint Vincent and the Grenadines","2069","High","112.441"
"Saint Vincent and the Grenadines","2069","Low","75.859"
"Saint Vincent and the Grenadines","2069","Constant fertility","95.479"
"Saint Vincent and the Grenadines","2069","Instant replacement","108.194"
"Saint Vincent and the Grenadines","2069","Zero migration","105.112"
"Saint Vincent and the Grenadines","2069","Constant mortality","78.859"
"Saint Vincent and the Grenadines","2069","No change","81.475"
"Saint Vincent and the Grenadines","2069","Momentum","106.29"
"Saint Vincent and the Grenadines","2069","Instant replacement zero migration","121.479"
"Saint Vincent and the Grenadines","2069","Median PI","92.82"
"Saint Vincent and the Grenadines","2069","Upper 80 PI","104.394"
"Saint Vincent and the Grenadines","2069","Lower 80 PI","81.414"
"Saint Vincent and the Grenadines","2069","Upper 95 PI","111.58"
"Saint Vincent and the Grenadines","2069","Lower 95 PI","75.444"
"Saint Vincent and the Grenadines","2068","Medium","93.365"
"Saint Vincent and the Grenadines","2068","High","112.358"
"Saint Vincent and the Grenadines","2068","Low","76.85"
"Saint Vincent and the Grenadines","2068","Constant fertility","95.934"
"Saint Vincent and the Grenadines","2068","Instant replacement","108.282"
"Saint Vincent and the Grenadines","2068","Zero migration","105.374"
"Saint Vincent and the Grenadines","2068","Constant mortality","79.615"
"Saint Vincent and the Grenadines","2068","No change","82.142"
"Saint Vincent and the Grenadines","2068","Momentum","106.331"
"Saint Vincent and the Grenadines","2068","Instant replacement zero migration","121.235"
"Saint Vincent and the Grenadines","2068","Median PI","93.364"
"Saint Vincent and the Grenadines","2068","Upper 80 PI","104.63"
"Saint Vincent and the Grenadines","2068","Lower 80 PI","82.228"
"Saint Vincent and the Grenadines","2068","Upper 95 PI","111.531"
"Saint Vincent and the Grenadines","2068","Lower 95 PI","76.425"
"Saint Vincent and the Grenadines","2067","Medium","93.912"
"Saint Vincent and the Grenadines","2067","High","112.276"
"Saint Vincent and the Grenadines","2067","Low","77.84"
"Saint Vincent and the Grenadines","2067","Constant fertility","96.389"
"Saint Vincent and the Grenadines","2067","Instant replacement","108.368"
"Saint Vincent and the Grenadines","2067","Zero migration","105.624"
"Saint Vincent and the Grenadines","2067","Constant mortality","80.365"
"Saint Vincent and the Grenadines","2067","No change","82.807"
"Saint Vincent and the Grenadines","2067","Momentum","106.371"
"Saint Vincent and the Grenadines","2067","Instant replacement zero migration","120.984"
"Saint Vincent and the Grenadines","2067","Median PI","93.911"
"Saint Vincent and the Grenadines","2067","Upper 80 PI","104.939"
"Saint Vincent and the Grenadines","2067","Lower 80 PI","83.042"
"Saint Vincent and the Grenadines","2067","Upper 95 PI","111.411"
"Saint Vincent and the Grenadines","2067","Lower 95 PI","77.463"
"Saint Vincent and the Grenadines","2066","Medium","94.439"
"Saint Vincent and the Grenadines","2066","High","112.191"
"Saint Vincent and the Grenadines","2066","Low","78.813"
"Saint Vincent and the Grenadines","2066","Constant fertility","96.831"
"Saint Vincent and the Grenadines","2066","Instant replacement","108.443"
"Saint Vincent and the Grenadines","2066","Zero migration","105.87"
"Saint Vincent and the Grenadines","2066","Constant mortality","81.112"
"Saint Vincent and the Grenadines","2066","No change","83.47"
"Saint Vincent and the Grenadines","2066","Momentum","106.41"
"Saint Vincent and the Grenadines","2066","Instant replacement zero migration","120.734"
"Saint Vincent and the Grenadines","2066","Median PI","94.439"
"Saint Vincent and the Grenadines","2066","Upper 80 PI","105.226"
"Saint Vincent and the Grenadines","2066","Lower 80 PI","83.822"
"Saint Vincent and the Grenadines","2066","Upper 95 PI","111.264"
"Saint Vincent and the Grenadines","2066","Lower 95 PI","78.521"
"Saint Vincent and the Grenadines","2065","Medium","94.956"
"Saint Vincent and the Grenadines","2065","High","112.108"
"Saint Vincent and the Grenadines","2065","Low","79.778"
"Saint Vincent and the Grenadines","2065","Constant fertility","97.263"
"Saint Vincent and the Grenadines","2065","Instant replacement","108.516"
"Saint Vincent and the Grenadines","2065","Zero migration","106.109"
"Saint Vincent and the Grenadines","2065","Constant mortality","81.854"
"Saint Vincent and the Grenadines","2065","No change","84.128"
"Saint Vincent and the Grenadines","2065","Momentum","106.441"
"Saint Vincent and the Grenadines","2065","Instant replacement zero migration","120.483"
"Saint Vincent and the Grenadines","2065","Median PI","94.956"
"Saint Vincent and the Grenadines","2065","Upper 80 PI","105.442"
"Saint Vincent and the Grenadines","2065","Lower 80 PI","84.6"
"Saint Vincent and the Grenadines","2065","Upper 95 PI","111.214"
"Saint Vincent and the Grenadines","2065","Lower 95 PI","79.46"
"Saint Vincent and the Grenadines","2064","Medium","95.483"
"Saint Vincent and the Grenadines","2064","High","112.026"
"Saint Vincent and the Grenadines","2064","Low","80.743"
"Saint Vincent and the Grenadines","2064","Constant fertility","97.694"
"Saint Vincent and the Grenadines","2064","Instant replacement","108.593"
"Saint Vincent and the Grenadines","2064","Zero migration","106.34"
"Saint Vincent and the Grenadines","2064","Constant mortality","82.591"
"Saint Vincent and the Grenadines","2064","No change","84.782"
"Saint Vincent and the Grenadines","2064","Momentum","106.469"
"Saint Vincent and the Grenadines","2064","Instant replacement zero migration","120.228"
"Saint Vincent and the Grenadines","2064","Median PI","95.482"
"Saint Vincent and the Grenadines","2064","Upper 80 PI","105.601"
"Saint Vincent and the Grenadines","2064","Lower 80 PI","85.429"
"Saint Vincent and the Grenadines","2064","Upper 95 PI","111.2"
"Saint Vincent and the Grenadines","2064","Lower 95 PI","80.292"
"Saint Vincent and the Grenadines","2063","Medium","95.994"
"Saint Vincent and the Grenadines","2063","High","111.939"
"Saint Vincent and the Grenadines","2063","Low","81.696"
"Saint Vincent and the Grenadines","2063","Constant fertility","98.114"
"Saint Vincent and the Grenadines","2063","Instant replacement","108.661"
"Saint Vincent and the Grenadines","2063","Zero migration","106.564"
"Saint Vincent and the Grenadines","2063","Constant mortality","83.329"
"Saint Vincent and the Grenadines","2063","No change","85.433"
"Saint Vincent and the Grenadines","2063","Momentum","106.496"
"Saint Vincent and the Grenadines","2063","Instant replacement zero migration","119.97"
"Saint Vincent and the Grenadines","2063","Median PI","95.994"
"Saint Vincent and the Grenadines","2063","Upper 80 PI","105.749"
"Saint Vincent and the Grenadines","2063","Lower 80 PI","86.24"
"Saint Vincent and the Grenadines","2063","Upper 95 PI","111.225"
"Saint Vincent and the Grenadines","2063","Lower 95 PI","81.143"
"Saint Vincent and the Grenadines","2062","Medium","96.492"
"Saint Vincent and the Grenadines","2062","High","111.852"
"Saint Vincent and the Grenadines","2062","Low","82.635"
"Saint Vincent and the Grenadines","2062","Constant fertility","98.528"
"Saint Vincent and the Grenadines","2062","Instant replacement","108.721"
"Saint Vincent and the Grenadines","2062","Zero migration","106.781"
"Saint Vincent and the Grenadines","2062","Constant mortality","84.061"
"Saint Vincent and the Grenadines","2062","No change","86.08"
"Saint Vincent and the Grenadines","2062","Momentum","106.526"
"Saint Vincent and the Grenadines","2062","Instant replacement zero migration","119.709"
"Saint Vincent and the Grenadines","2062","Median PI","96.492"
"Saint Vincent and the Grenadines","2062","Upper 80 PI","105.942"
"Saint Vincent and the Grenadines","2062","Lower 80 PI","87.005"
"Saint Vincent and the Grenadines","2062","Upper 95 PI","111.255"
"Saint Vincent and the Grenadines","2062","Lower 95 PI","82.002"
"Saint Vincent and the Grenadines","2061","Medium","96.981"
"Saint Vincent and the Grenadines","2061","High","111.766"
"Saint Vincent and the Grenadines","2061","Low","83.561"
"Saint Vincent and the Grenadines","2061","Constant fertility","98.938"
"Saint Vincent and the Grenadines","2061","Instant replacement","108.781"
"Saint Vincent and the Grenadines","2061","Zero migration","106.99"
"Saint Vincent and the Grenadines","2061","Constant mortality","84.782"
"Saint Vincent and the Grenadines","2061","No change","86.719"
"Saint Vincent and the Grenadines","2061","Momentum","106.555"
"Saint Vincent and the Grenadines","2061","Instant replacement zero migration","119.45"
"Saint Vincent and the Grenadines","2061","Median PI","96.982"
"Saint Vincent and the Grenadines","2061","Upper 80 PI","106.133"
"Saint Vincent and the Grenadines","2061","Lower 80 PI","87.787"
"Saint Vincent and the Grenadines","2061","Upper 95 PI","111.269"
"Saint Vincent and the Grenadines","2061","Lower 95 PI","82.823"
"Saint Vincent and the Grenadines","2060","Medium","97.463"
"Saint Vincent and the Grenadines","2060","High","111.683"
"Saint Vincent and the Grenadines","2060","Low","84.474"
"Saint Vincent and the Grenadines","2060","Constant fertility","99.338"
"Saint Vincent and the Grenadines","2060","Instant replacement","108.84"
"Saint Vincent and the Grenadines","2060","Zero migration","107.191"
"Saint Vincent and the Grenadines","2060","Constant mortality","85.5"
"Saint Vincent and the Grenadines","2060","No change","87.356"
"Saint Vincent and the Grenadines","2060","Momentum","106.58"
"Saint Vincent and the Grenadines","2060","Instant replacement zero migration","119.188"
"Saint Vincent and the Grenadines","2060","Median PI","97.463"
"Saint Vincent and the Grenadines","2060","Upper 80 PI","106.302"
"Saint Vincent and the Grenadines","2060","Lower 80 PI","88.567"
"Saint Vincent and the Grenadines","2060","Upper 95 PI","111.239"
"Saint Vincent and the Grenadines","2060","Lower 95 PI","83.642"
"Saint Vincent and the Grenadines","2059","Medium","97.941"
"Saint Vincent and the Grenadines","2059","High","111.608"
"Saint Vincent and the Grenadines","2059","Low","85.377"
"Saint Vincent and the Grenadines","2059","Constant fertility","99.734"
"Saint Vincent and the Grenadines","2059","Instant replacement","108.894"
"Saint Vincent and the Grenadines","2059","Zero migration","107.385"
"Saint Vincent and the Grenadines","2059","Constant mortality","86.209"
"Saint Vincent and the Grenadines","2059","No change","87.987"
"Saint Vincent and the Grenadines","2059","Momentum","106.607"
"Saint Vincent and the Grenadines","2059","Instant replacement zero migration","118.927"
"Saint Vincent and the Grenadines","2059","Median PI","97.94"
"Saint Vincent and the Grenadines","2059","Upper 80 PI","106.458"
"Saint Vincent and the Grenadines","2059","Lower 80 PI","89.275"
"Saint Vincent and the Grenadines","2059","Upper 95 PI","111.201"
"Saint Vincent and the Grenadines","2059","Lower 95 PI","84.419"
"Saint Vincent and the Grenadines","2058","Medium","98.409"
"Saint Vincent and the Grenadines","2058","High","111.534"
"Saint Vincent and the Grenadines","2058","Low","86.269"
"Saint Vincent and the Grenadines","2058","Constant fertility","100.124"
"Saint Vincent and the Grenadines","2058","Instant replacement","108.95"
"Saint Vincent and the Grenadines","2058","Zero migration","107.575"
"Saint Vincent and the Grenadines","2058","Constant mortality","86.913"
"Saint Vincent and the Grenadines","2058","No change","88.616"
"Saint Vincent and the Grenadines","2058","Momentum","106.63"
"Saint Vincent and the Grenadines","2058","Instant replacement zero migration","118.67"
"Saint Vincent and the Grenadines","2058","Median PI","98.41"
"Saint Vincent and the Grenadines","2058","Upper 80 PI","106.602"
"Saint Vincent and the Grenadines","2058","Lower 80 PI","89.951"
"Saint Vincent and the Grenadines","2058","Upper 95 PI","111.184"
"Saint Vincent and the Grenadines","2058","Lower 95 PI","85.188"
"Saint Vincent and the Grenadines","2057","Medium","98.867"
"Saint Vincent and the Grenadines","2057","High","111.46"
"Saint Vincent and the Grenadines","2057","Low","87.138"
"Saint Vincent and the Grenadines","2057","Constant fertility","100.506"
"Saint Vincent and the Grenadines","2057","Instant replacement","109.004"
"Saint Vincent and the Grenadines","2057","Zero migration","107.757"
"Saint Vincent and the Grenadines","2057","Constant mortality","87.612"
"Saint Vincent and the Grenadines","2057","No change","89.237"
"Saint Vincent and the Grenadines","2057","Momentum","106.654"
"Saint Vincent and the Grenadines","2057","Instant replacement zero migration","118.417"
"Saint Vincent and the Grenadines","2057","Median PI","98.866"
"Saint Vincent and the Grenadines","2057","Upper 80 PI","106.789"
"Saint Vincent and the Grenadines","2057","Lower 80 PI","90.667"
"Saint Vincent and the Grenadines","2057","Upper 95 PI","111.229"
"Saint Vincent and the Grenadines","2057","Lower 95 PI","86.085"
"Saint Vincent and the Grenadines","2056","Medium","99.313"
"Saint Vincent and the Grenadines","2056","High","111.388"
"Saint Vincent and the Grenadines","2056","Low","87.993"
"Saint Vincent and the Grenadines","2056","Constant fertility","100.881"
"Saint Vincent and the Grenadines","2056","Instant replacement","109.055"
"Saint Vincent and the Grenadines","2056","Zero migration","107.919"
"Saint Vincent and the Grenadines","2056","Constant mortality","88.298"
"Saint Vincent and the Grenadines","2056","No change","89.85"
"Saint Vincent and the Grenadines","2056","Momentum","106.681"
"Saint Vincent and the Grenadines","2056","Instant replacement zero migration","118.16"
"Saint Vincent and the Grenadines","2056","Median PI","99.312"
"Saint Vincent and the Grenadines","2056","Upper 80 PI","106.971"
"Saint Vincent and the Grenadines","2056","Lower 80 PI","91.336"
"Saint Vincent and the Grenadines","2056","Upper 95 PI","111.264"
"Saint Vincent and the Grenadines","2056","Lower 95 PI","87.01"
"Saint Vincent and the Grenadines","2055","Medium","99.749"
"Saint Vincent and the Grenadines","2055","High","111.32"
"Saint Vincent and the Grenadines","2055","Low","88.832"
"Saint Vincent and the Grenadines","2055","Constant fertility","101.246"
"Saint Vincent and the Grenadines","2055","Instant replacement","109.103"
"Saint Vincent and the Grenadines","2055","Zero migration","108.072"
"Saint Vincent and the Grenadines","2055","Constant mortality","88.977"
"Saint Vincent and the Grenadines","2055","No change","90.465"
"Saint Vincent and the Grenadines","2055","Momentum","106.699"
"Saint Vincent and the Grenadines","2055","Instant replacement zero migration","117.897"
"Saint Vincent and the Grenadines","2055","Median PI","99.749"
"Saint Vincent and the Grenadines","2055","Upper 80 PI","107.076"
"Saint Vincent and the Grenadines","2055","Lower 80 PI","91.972"
"Saint Vincent and the Grenadines","2055","Upper 95 PI","111.177"
"Saint Vincent and the Grenadines","2055","Lower 95 PI","87.981"
"Saint Vincent and the Grenadines","2054","Medium","100.164"
"Saint Vincent and the Grenadines","2054","High","111.246"
"Saint Vincent and the Grenadines","2054","Low","89.645"
"Saint Vincent and the Grenadines","2054","Constant fertility","101.594"
"Saint Vincent and the Grenadines","2054","Instant replacement","109.141"
"Saint Vincent and the Grenadines","2054","Zero migration","108.216"
"Saint Vincent and the Grenadines","2054","Constant mortality","89.634"
"Saint Vincent and the Grenadines","2054","No change","91.06"
"Saint Vincent and the Grenadines","2054","Momentum","106.718"
"Saint Vincent and the Grenadines","2054","Instant replacement zero migration","117.632"
"Saint Vincent and the Grenadines","2054","Median PI","100.164"
"Saint Vincent and the Grenadines","2054","Upper 80 PI","107.177"
"Saint Vincent and the Grenadines","2054","Lower 80 PI","92.591"
"Saint Vincent and the Grenadines","2054","Upper 95 PI","111.144"
"Saint Vincent and the Grenadines","2054","Lower 95 PI","88.888"
"Saint Vincent and the Grenadines","2053","Medium","100.565"
"Saint Vincent and the Grenadines","2053","High","111.171"
"Saint Vincent and the Grenadines","2053","Low","90.443"
"Saint Vincent and the Grenadines","2053","Constant fertility","101.932"
"Saint Vincent and the Grenadines","2053","Instant replacement","109.169"
"Saint Vincent and the Grenadines","2053","Zero migration","108.343"
"Saint Vincent and the Grenadines","2053","Constant mortality","90.278"
"Saint Vincent and the Grenadines","2053","No change","91.641"
"Saint Vincent and the Grenadines","2053","Momentum","106.729"
"Saint Vincent and the Grenadines","2053","Instant replacement zero migration","117.358"
"Saint Vincent and the Grenadines","2053","Median PI","100.565"
"Saint Vincent and the Grenadines","2053","Upper 80 PI","107.312"
"Saint Vincent and the Grenadines","2053","Lower 80 PI","93.208"
"Saint Vincent and the Grenadines","2053","Upper 95 PI","111.186"
"Saint Vincent and the Grenadines","2053","Lower 95 PI","89.709"
"Saint Vincent and the Grenadines","2052","Medium","100.956"
"Saint Vincent and the Grenadines","2052","High","111.095"
"Saint Vincent and the Grenadines","2052","Low","91.222"
"Saint Vincent and the Grenadines","2052","Constant fertility","102.258"
"Saint Vincent and the Grenadines","2052","Instant replacement","109.195"
"Saint Vincent and the Grenadines","2052","Zero migration","108.462"
"Saint Vincent and the Grenadines","2052","Constant mortality","90.924"
"Saint Vincent and the Grenadines","2052","No change","92.218"
"Saint Vincent and the Grenadines","2052","Momentum","106.734"
"Saint Vincent and the Grenadines","2052","Instant replacement zero migration","117.084"
"Saint Vincent and the Grenadines","2052","Median PI","100.956"
"Saint Vincent and the Grenadines","2052","Upper 80 PI","107.395"
"Saint Vincent and the Grenadines","2052","Lower 80 PI","93.831"
"Saint Vincent and the Grenadines","2052","Upper 95 PI","111.129"
"Saint Vincent and the Grenadines","2052","Lower 95 PI","90.498"
"Saint Vincent and the Grenadines","2051","Medium","101.332"
"Saint Vincent and the Grenadines","2051","High","111.018"
"Saint Vincent and the Grenadines","2051","Low","91.98"
"Saint Vincent and the Grenadines","2051","Constant fertility","102.569"
"Saint Vincent and the Grenadines","2051","Instant replacement","109.213"
"Saint Vincent and the Grenadines","2051","Zero migration","108.569"
"Saint Vincent and the Grenadines","2051","Constant mortality","91.561"
"Saint Vincent and the Grenadines","2051","No change","92.791"
"Saint Vincent and the Grenadines","2051","Momentum","106.743"
"Saint Vincent and the Grenadines","2051","Instant replacement zero migration","116.808"
"Saint Vincent and the Grenadines","2051","Median PI","101.333"
"Saint Vincent and the Grenadines","2051","Upper 80 PI","107.456"
"Saint Vincent and the Grenadines","2051","Lower 80 PI","94.438"
"Saint Vincent and the Grenadines","2051","Upper 95 PI","111.042"
"Saint Vincent and the Grenadines","2051","Lower 95 PI","91.244"
"Saint Vincent and the Grenadines","2050","Medium","101.691"
"Saint Vincent and the Grenadines","2050","High","110.937"
"Saint Vincent and the Grenadines","2050","Low","92.716"
"Saint Vincent and the Grenadines","2050","Constant fertility","102.865"
"Saint Vincent and the Grenadines","2050","Instant replacement","109.22"
"Saint Vincent and the Grenadines","2050","Zero migration","108.653"
"Saint Vincent and the Grenadines","2050","Constant mortality","92.174"
"Saint Vincent and the Grenadines","2050","No change","93.35"
"Saint Vincent and the Grenadines","2050","Momentum","106.745"
"Saint Vincent and the Grenadines","2050","Instant replacement zero migration","116.518"
"Saint Vincent and the Grenadines","2050","Median PI","101.69"
"Saint Vincent and the Grenadines","2050","Upper 80 PI","107.574"
"Saint Vincent and the Grenadines","2050","Lower 80 PI","95.028"
"Saint Vincent and the Grenadines","2050","Upper 95 PI","110.969"
"Saint Vincent and the Grenadines","2050","Lower 95 PI","91.983"
"Saint Vincent and the Grenadines","2049","Medium","102.025"
"Saint Vincent and the Grenadines","2049","High","110.844"
"Saint Vincent and the Grenadines","2049","Low","93.425"
"Saint Vincent and the Grenadines","2049","Constant fertility","103.144"
"Saint Vincent and the Grenadines","2049","Instant replacement","109.219"
"Saint Vincent and the Grenadines","2049","Zero migration","108.713"
"Saint Vincent and the Grenadines","2049","Constant mortality","92.775"
"Saint Vincent and the Grenadines","2049","No change","93.894"
"Saint Vincent and the Grenadines","2049","Momentum","106.743"
"Saint Vincent and the Grenadines","2049","Instant replacement zero migration","116.222"
"Saint Vincent and the Grenadines","2049","Median PI","102.025"
"Saint Vincent and the Grenadines","2049","Upper 80 PI","107.689"
"Saint Vincent and the Grenadines","2049","Lower 80 PI","95.616"
"Saint Vincent and the Grenadines","2049","Upper 95 PI","110.917"
"Saint Vincent and the Grenadines","2049","Lower 95 PI","92.698"
"Saint Vincent and the Grenadines","2048","Medium","102.337"
"Saint Vincent and the Grenadines","2048","High","110.74"
"Saint Vincent and the Grenadines","2048","Low","94.109"
"Saint Vincent and the Grenadines","2048","Constant fertility","103.404"
"Saint Vincent and the Grenadines","2048","Instant replacement","109.207"
"Saint Vincent and the Grenadines","2048","Zero migration","108.757"
"Saint Vincent and the Grenadines","2048","Constant mortality","93.368"
"Saint Vincent and the Grenadines","2048","No change","94.433"
"Saint Vincent and the Grenadines","2048","Momentum","106.74"
"Saint Vincent and the Grenadines","2048","Instant replacement zero migration","115.921"
"Saint Vincent and the Grenadines","2048","Median PI","102.336"
"Saint Vincent and the Grenadines","2048","Upper 80 PI","107.784"
"Saint Vincent and the Grenadines","2048","Lower 80 PI","96.214"
"Saint Vincent and the Grenadines","2048","Upper 95 PI","110.851"
"Saint Vincent and the Grenadines","2048","Lower 95 PI","93.322"
"Saint Vincent and the Grenadines","2047","Medium","102.627"
"Saint Vincent and the Grenadines","2047","High","110.629"
"Saint Vincent and the Grenadines","2047","Low","94.764"
"Saint Vincent and the Grenadines","2047","Constant fertility","103.645"
"Saint Vincent and the Grenadines","2047","Instant replacement","109.185"
"Saint Vincent and the Grenadines","2047","Zero migration","108.784"
"Saint Vincent and the Grenadines","2047","Constant mortality","93.945"
"Saint Vincent and the Grenadines","2047","No change","94.961"
"Saint Vincent and the Grenadines","2047","Momentum","106.738"
"Saint Vincent and the Grenadines","2047","Instant replacement zero migration","115.616"
"Saint Vincent and the Grenadines","2047","Median PI","102.628"
"Saint Vincent and the Grenadines","2047","Upper 80 PI","107.891"
"Saint Vincent and the Grenadines","2047","Lower 80 PI","96.772"
"Saint Vincent and the Grenadines","2047","Upper 95 PI","110.78"
"Saint Vincent and the Grenadines","2047","Lower 95 PI","93.923"
"Saint Vincent and the Grenadines","2046","Medium","102.902"
"Saint Vincent and the Grenadines","2046","High","110.512"
"Saint Vincent and the Grenadines","2046","Low","95.398"
"Saint Vincent and the Grenadines","2046","Constant fertility","103.868"
"Saint Vincent and the Grenadines","2046","Instant replacement","109.153"
"Saint Vincent and the Grenadines","2046","Zero migration","108.794"
"Saint Vincent and the Grenadines","2046","Constant mortality","94.511"
"Saint Vincent and the Grenadines","2046","No change","95.475"
"Saint Vincent and the Grenadines","2046","Momentum","106.725"
"Saint Vincent and the Grenadines","2046","Instant replacement zero migration","115.299"
"Saint Vincent and the Grenadines","2046","Median PI","102.902"
"Saint Vincent and the Grenadines","2046","Upper 80 PI","107.974"
"Saint Vincent and the Grenadines","2046","Lower 80 PI","97.297"
"Saint Vincent and the Grenadines","2046","Upper 95 PI","110.729"
"Saint Vincent and the Grenadines","2046","Lower 95 PI","94.572"
"Saint Vincent and the Grenadines","2045","Medium","103.158"
"Saint Vincent and the Grenadines","2045","High","110.38"
"Saint Vincent and the Grenadines","2045","Low","96.008"
"Saint Vincent and the Grenadines","2045","Constant fertility","104.073"
"Saint Vincent and the Grenadines","2045","Instant replacement","109.109"
"Saint Vincent and the Grenadines","2045","Zero migration","108.779"
"Saint Vincent and the Grenadines","2045","Constant mortality","95.062"
"Saint Vincent and the Grenadines","2045","No change","95.974"
"Saint Vincent and the Grenadines","2045","Momentum","106.707"
"Saint Vincent and the Grenadines","2045","Instant replacement zero migration","114.966"
"Saint Vincent and the Grenadines","2045","Median PI","103.158"
"Saint Vincent and the Grenadines","2045","Upper 80 PI","108.025"
"Saint Vincent and the Grenadines","2045","Lower 80 PI","97.836"
"Saint Vincent and the Grenadines","2045","Upper 95 PI","110.637"
"Saint Vincent and the Grenadines","2045","Lower 95 PI","95.18"
"Saint Vincent and the Grenadines","2044","Medium","103.384"
"Saint Vincent and the Grenadines","2044","High","110.231"
"Saint Vincent and the Grenadines","2044","Low","96.588"
"Saint Vincent and the Grenadines","2044","Constant fertility","104.251"
"Saint Vincent and the Grenadines","2044","Instant replacement","109.046"
"Saint Vincent and the Grenadines","2044","Zero migration","108.746"
"Saint Vincent and the Grenadines","2044","Constant mortality","95.592"
"Saint Vincent and the Grenadines","2044","No change","96.459"
"Saint Vincent and the Grenadines","2044","Momentum","106.691"
"Saint Vincent and the Grenadines","2044","Instant replacement zero migration","114.626"
"Saint Vincent and the Grenadines","2044","Median PI","103.384"
"Saint Vincent and the Grenadines","2044","Upper 80 PI","108.03"
"Saint Vincent and the Grenadines","2044","Lower 80 PI","98.351"
"Saint Vincent and the Grenadines","2044","Upper 95 PI","110.479"
"Saint Vincent and the Grenadines","2044","Lower 95 PI","95.741"
"Saint Vincent and the Grenadines","2043","Medium","103.586"
"Saint Vincent and the Grenadines","2043","High","110.062"
"Saint Vincent and the Grenadines","2043","Low","97.147"
"Saint Vincent and the Grenadines","2043","Constant fertility","104.406"
"Saint Vincent and the Grenadines","2043","Instant replacement","108.968"
"Saint Vincent and the Grenadines","2043","Zero migration","108.689"
"Saint Vincent and the Grenadines","2043","Constant mortality","96.108"
"Saint Vincent and the Grenadines","2043","No change","96.928"
"Saint Vincent and the Grenadines","2043","Momentum","106.663"
"Saint Vincent and the Grenadines","2043","Instant replacement zero migration","114.27"
"Saint Vincent and the Grenadines","2043","Median PI","103.586"
"Saint Vincent and the Grenadines","2043","Upper 80 PI","108.013"
"Saint Vincent and the Grenadines","2043","Lower 80 PI","98.823"
"Saint Vincent and the Grenadines","2043","Upper 95 PI","110.326"
"Saint Vincent and the Grenadines","2043","Lower 95 PI","96.31"
"Saint Vincent and the Grenadines","2042","Medium","103.77"
"Saint Vincent and the Grenadines","2042","High","109.877"
"Saint Vincent and the Grenadines","2042","Low","97.683"
"Saint Vincent and the Grenadines","2042","Constant fertility","104.538"
"Saint Vincent and the Grenadines","2042","Instant replacement","108.874"
"Saint Vincent and the Grenadines","2042","Zero migration","108.609"
"Saint Vincent and the Grenadines","2042","Constant mortality","96.611"
"Saint Vincent and the Grenadines","2042","No change","97.382"
"Saint Vincent and the Grenadines","2042","Momentum","106.632"
"Saint Vincent and the Grenadines","2042","Instant replacement zero migration","113.895"
"Saint Vincent and the Grenadines","2042","Median PI","103.77"
"Saint Vincent and the Grenadines","2042","Upper 80 PI","107.969"
"Saint Vincent and the Grenadines","2042","Lower 80 PI","99.268"
"Saint Vincent and the Grenadines","2042","Upper 95 PI","110.147"
"Saint Vincent and the Grenadines","2042","Lower 95 PI","96.821"
"Saint Vincent and the Grenadines","2041","Medium","103.931"
"Saint Vincent and the Grenadines","2041","High","109.677"
"Saint Vincent and the Grenadines","2041","Low","98.195"
"Saint Vincent and the Grenadines","2041","Constant fertility","104.651"
"Saint Vincent and the Grenadines","2041","Instant replacement","108.762"
"Saint Vincent and the Grenadines","2041","Zero migration","108.511"
"Saint Vincent and the Grenadines","2041","Constant mortality","97.102"
"Saint Vincent and the Grenadines","2041","No change","97.821"
"Saint Vincent and the Grenadines","2041","Momentum","106.588"
"Saint Vincent and the Grenadines","2041","Instant replacement zero migration","113.51"
"Saint Vincent and the Grenadines","2041","Median PI","103.931"
"Saint Vincent and the Grenadines","2041","Upper 80 PI","107.874"
"Saint Vincent and the Grenadines","2041","Lower 80 PI","99.66"
"Saint Vincent and the Grenadines","2041","Upper 95 PI","109.917"
"Saint Vincent and the Grenadines","2041","Lower 95 PI","97.311"
"Saint Vincent and the Grenadines","2040","Medium","104.07"
"Saint Vincent and the Grenadines","2040","High","109.46"
"Saint Vincent and the Grenadines","2040","Low","98.689"
"Saint Vincent and the Grenadines","2040","Constant fertility","104.742"
"Saint Vincent and the Grenadines","2040","Instant replacement","108.635"
"Saint Vincent and the Grenadines","2040","Zero migration","108.393"
"Saint Vincent and the Grenadines","2040","Constant mortality","97.574"
"Saint Vincent and the Grenadines","2040","No change","98.244"
"Saint Vincent and the Grenadines","2040","Momentum","106.527"
"Saint Vincent and the Grenadines","2040","Instant replacement zero migration","113.111"
"Saint Vincent and the Grenadines","2040","Median PI","104.07"
"Saint Vincent and the Grenadines","2040","Upper 80 PI","107.775"
"Saint Vincent and the Grenadines","2040","Lower 80 PI","99.998"
"Saint Vincent and the Grenadines","2040","Upper 95 PI","109.759"
"Saint Vincent and the Grenadines","2040","Lower 95 PI","97.851"
"Saint Vincent and the Grenadines","2039","Medium","104.183"
"Saint Vincent and the Grenadines","2039","High","109.215"
"Saint Vincent and the Grenadines","2039","Low","99.154"
"Saint Vincent and the Grenadines","2039","Constant fertility","104.806"
"Saint Vincent and the Grenadines","2039","Instant replacement","108.487"
"Saint Vincent and the Grenadines","2039","Zero migration","108.246"
"Saint Vincent and the Grenadines","2039","Constant mortality","98.025"
"Saint Vincent and the Grenadines","2039","No change","98.65"
