"Country or Area","Year(s)","Variant","Value"
"Barbados","2070","High","289.058"
"Barbados","2070","Low","201.483"
"Barbados","2070","Constant fertility","240.232"
"Barbados","2070","Instant replacement","288.168"
"Barbados","2070","Zero migration","247.266"
"Barbados","2070","Constant mortality","223.881"
"Barbados","2070","No change","221.541"
"Barbados","2070","Momentum","273.599"
"Barbados","2070","Instant replacement zero migration","293.173"
"Barbados","2070","Median PI","242.612"
"Barbados","2070","Upper 80 PI","267.454"
"Barbados","2070","Lower 80 PI","216.636"
"Barbados","2070","Upper 95 PI","281.913"
"Barbados","2070","Lower 95 PI","203.936"
"Barbados","2069","Medium","243.854"
"Barbados","2069","High","288.842"
"Barbados","2069","Low","203.814"
"Barbados","2069","Constant fertility","241.574"
"Barbados","2069","Instant replacement","288.156"
"Barbados","2069","Zero migration","248.414"
"Barbados","2069","Constant mortality","225.574"
"Barbados","2069","No change","223.329"
"Barbados","2069","Momentum","273.969"
"Barbados","2069","Instant replacement zero migration","293.041"
"Barbados","2069","Median PI","243.854"
"Barbados","2069","Upper 80 PI","267.962"
"Barbados","2069","Lower 80 PI","218.51"
"Barbados","2069","Upper 95 PI","282.028"
"Barbados","2069","Lower 95 PI","206.001"
"Barbados","2068","Medium","245.09"
"Barbados","2068","High","288.61"
"Barbados","2068","Low","206.138"
"Barbados","2068","Constant fertility","242.912"
"Barbados","2068","Instant replacement","288.123"
"Barbados","2068","Zero migration","249.548"
"Barbados","2068","Constant mortality","227.267"
"Barbados","2068","No change","225.115"
"Barbados","2068","Momentum","274.325"
"Barbados","2068","Instant replacement zero migration","292.894"
"Barbados","2068","Median PI","245.09"
"Barbados","2068","Upper 80 PI","268.577"
"Barbados","2068","Lower 80 PI","220.394"
"Barbados","2068","Upper 95 PI","282.482"
"Barbados","2068","Lower 95 PI","208.26"
"Barbados","2067","Medium","246.328"
"Barbados","2067","High","288.384"
"Barbados","2067","Low","208.464"
"Barbados","2067","Constant fertility","244.245"
"Barbados","2067","Instant replacement","288.079"
"Barbados","2067","Zero migration","250.682"
"Barbados","2067","Constant mortality","228.956"
"Barbados","2067","No change","226.899"
"Barbados","2067","Momentum","274.671"
"Barbados","2067","Instant replacement zero migration","292.736"
"Barbados","2067","Median PI","246.329"
"Barbados","2067","Upper 80 PI","269.29"
"Barbados","2067","Lower 80 PI","222.254"
"Barbados","2067","Upper 95 PI","282.921"
"Barbados","2067","Lower 95 PI","210.417"
"Barbados","2066","Medium","247.554"
"Barbados","2066","High","288.151"
"Barbados","2066","Low","210.782"
"Barbados","2066","Constant fertility","245.569"
"Barbados","2066","Instant replacement","288.026"
"Barbados","2066","Zero migration","251.814"
"Barbados","2066","Constant mortality","230.63"
"Barbados","2066","No change","228.675"
"Barbados","2066","Momentum","275.007"
"Barbados","2066","Instant replacement zero migration","292.574"
"Barbados","2066","Median PI","247.554"
"Barbados","2066","Upper 80 PI","270.119"
"Barbados","2066","Lower 80 PI","224.107"
"Barbados","2066","Upper 95 PI","283.236"
"Barbados","2066","Lower 95 PI","212.569"
"Barbados","2065","Medium","248.779"
"Barbados","2065","High","287.923"
"Barbados","2065","Low","213.102"
"Barbados","2065","Constant fertility","246.893"
"Barbados","2065","Instant replacement","287.967"
"Barbados","2065","Zero migration","252.935"
"Barbados","2065","Constant mortality","232.306"
"Barbados","2065","No change","230.448"
"Barbados","2065","Momentum","275.332"
"Barbados","2065","Instant replacement zero migration","292.4"
"Barbados","2065","Median PI","248.779"
"Barbados","2065","Upper 80 PI","270.831"
"Barbados","2065","Lower 80 PI","225.829"
"Barbados","2065","Upper 95 PI","283.38"
"Barbados","2065","Lower 95 PI","214.881"
"Barbados","2064","Medium","250.012"
"Barbados","2064","High","287.717"
"Barbados","2064","Low","215.423"
"Barbados","2064","Constant fertility","248.219"
"Barbados","2064","Instant replacement","287.908"
"Barbados","2064","Zero migration","254.057"
"Barbados","2064","Constant mortality","233.994"
"Barbados","2064","No change","232.226"
"Barbados","2064","Momentum","275.653"
"Barbados","2064","Instant replacement zero migration","292.217"
"Barbados","2064","Median PI","250.012"
"Barbados","2064","Upper 80 PI","271.372"
"Barbados","2064","Lower 80 PI","227.496"
"Barbados","2064","Upper 95 PI","283.553"
"Barbados","2064","Lower 95 PI","216.977"
"Barbados","2063","Medium","251.249"
"Barbados","2063","High","287.533"
"Barbados","2063","Low","217.744"
"Barbados","2063","Constant fertility","249.547"
"Barbados","2063","Instant replacement","287.85"
"Barbados","2063","Zero migration","255.191"
"Barbados","2063","Constant mortality","235.694"
"Barbados","2063","No change","234.005"
"Barbados","2063","Momentum","275.975"
"Barbados","2063","Instant replacement zero migration","292.036"
"Barbados","2063","Median PI","251.249"
"Barbados","2063","Upper 80 PI","271.994"
"Barbados","2063","Lower 80 PI","229.288"
"Barbados","2063","Upper 95 PI","283.988"
"Barbados","2063","Lower 95 PI","218.931"
"Barbados","2062","Medium","252.488"
"Barbados","2062","High","287.366"
"Barbados","2062","Low","220.056"
"Barbados","2062","Constant fertility","250.873"
"Barbados","2062","Instant replacement","287.793"
"Barbados","2062","Zero migration","256.328"
"Barbados","2062","Constant mortality","237.391"
"Barbados","2062","No change","235.791"
"Barbados","2062","Momentum","276.3"
"Barbados","2062","Instant replacement zero migration","291.863"
"Barbados","2062","Median PI","252.488"
"Barbados","2062","Upper 80 PI","272.743"
"Barbados","2062","Lower 80 PI","231.19"
"Barbados","2062","Upper 95 PI","284.398"
"Barbados","2062","Lower 95 PI","220.87"
"Barbados","2061","Medium","253.729"
"Barbados","2061","High","287.224"
"Barbados","2061","Low","222.36"
"Barbados","2061","Constant fertility","252.191"
"Barbados","2061","Instant replacement","287.737"
"Barbados","2061","Zero migration","257.467"
"Barbados","2061","Constant mortality","239.096"
"Barbados","2061","No change","237.581"
"Barbados","2061","Momentum","276.637"
"Barbados","2061","Instant replacement zero migration","291.696"
"Barbados","2061","Median PI","253.729"
"Barbados","2061","Upper 80 PI","273.427"
"Barbados","2061","Lower 80 PI","233.082"
"Barbados","2061","Upper 95 PI","284.656"
"Barbados","2061","Lower 95 PI","222.648"
"Barbados","2060","Medium","254.982"
"Barbados","2060","High","287.123"
"Barbados","2060","Low","224.661"
"Barbados","2060","Constant fertility","253.519"
"Barbados","2060","Instant replacement","287.7"
"Barbados","2060","Zero migration","258.62"
"Barbados","2060","Constant mortality","240.81"
"Barbados","2060","No change","239.364"
"Barbados","2060","Momentum","276.99"
"Barbados","2060","Instant replacement zero migration","291.548"
"Barbados","2060","Median PI","254.983"
"Barbados","2060","Upper 80 PI","274.049"
"Barbados","2060","Lower 80 PI","234.813"
"Barbados","2060","Upper 95 PI","284.962"
"Barbados","2060","Lower 95 PI","224.548"
"Barbados","2059","Medium","256.237"
"Barbados","2059","High","287.058"
"Barbados","2059","Low","226.942"
"Barbados","2059","Constant fertility","254.846"
"Barbados","2059","Instant replacement","287.685"
"Barbados","2059","Zero migration","259.774"
"Barbados","2059","Constant mortality","242.533"
"Barbados","2059","No change","241.154"
"Barbados","2059","Momentum","277.361"
"Barbados","2059","Instant replacement zero migration","291.423"
"Barbados","2059","Median PI","256.237"
"Barbados","2059","Upper 80 PI","274.731"
"Barbados","2059","Lower 80 PI","236.575"
"Barbados","2059","Upper 95 PI","285.359"
"Barbados","2059","Lower 95 PI","226.632"
"Barbados","2058","Medium","257.497"
"Barbados","2058","High","287.04"
"Barbados","2058","Low","229.212"
"Barbados","2058","Constant fertility","256.171"
"Barbados","2058","Instant replacement","287.699"
"Barbados","2058","Zero migration","260.933"
"Barbados","2058","Constant mortality","244.263"
"Barbados","2058","No change","242.954"
"Barbados","2058","Momentum","277.761"
"Barbados","2058","Instant replacement zero migration","291.322"
"Barbados","2058","Median PI","257.496"
"Barbados","2058","Upper 80 PI","275.408"
"Barbados","2058","Lower 80 PI","238.516"
"Barbados","2058","Upper 95 PI","285.819"
"Barbados","2058","Lower 95 PI","228.684"
"Barbados","2057","Medium","258.763"
"Barbados","2057","High","287.07"
"Barbados","2057","Low","231.469"
"Barbados","2057","Constant fertility","257.506"
"Barbados","2057","Instant replacement","287.75"
"Barbados","2057","Zero migration","262.101"
"Barbados","2057","Constant mortality","246.004"
"Barbados","2057","No change","244.762"
"Barbados","2057","Momentum","278.204"
"Barbados","2057","Instant replacement zero migration","291.261"
"Barbados","2057","Median PI","258.763"
"Barbados","2057","Upper 80 PI","276.148"
"Barbados","2057","Lower 80 PI","240.315"
"Barbados","2057","Upper 95 PI","286.209"
"Barbados","2057","Lower 95 PI","230.699"
"Barbados","2056","Medium","260.038"
"Barbados","2056","High","287.15"
"Barbados","2056","Low","233.714"
"Barbados","2056","Constant fertility","258.841"
"Barbados","2056","Instant replacement","287.839"
"Barbados","2056","Zero migration","263.273"
"Barbados","2056","Constant mortality","247.758"
"Barbados","2056","No change","246.571"
"Barbados","2056","Momentum","278.692"
"Barbados","2056","Instant replacement zero migration","291.243"
"Barbados","2056","Median PI","260.038"
"Barbados","2056","Upper 80 PI","276.942"
"Barbados","2056","Lower 80 PI","241.995"
"Barbados","2056","Upper 95 PI","286.559"
"Barbados","2056","Lower 95 PI","232.664"
"Barbados","2055","Medium","261.333"
"Barbados","2055","High","287.297"
"Barbados","2055","Low","235.947"
"Barbados","2055","Constant fertility","260.179"
"Barbados","2055","Instant replacement","287.979"
"Barbados","2055","Zero migration","264.457"
"Barbados","2055","Constant mortality","249.527"
"Barbados","2055","No change","248.393"
"Barbados","2055","Momentum","279.23"
"Barbados","2055","Instant replacement zero migration","291.268"
"Barbados","2055","Median PI","261.333"
"Barbados","2055","Upper 80 PI","277.669"
"Barbados","2055","Lower 80 PI","243.756"
"Barbados","2055","Upper 95 PI","287.055"
"Barbados","2055","Lower 95 PI","234.696"
"Barbados","2054","Medium","262.627"
"Barbados","2054","High","287.494"
"Barbados","2054","Low","238.156"
"Barbados","2054","Constant fertility","261.517"
"Barbados","2054","Instant replacement","288.171"
"Barbados","2054","Zero migration","265.656"
"Barbados","2054","Constant mortality","251.312"
"Barbados","2054","No change","250.222"
"Barbados","2054","Momentum","279.827"
"Barbados","2054","Instant replacement zero migration","291.351"
"Barbados","2054","Median PI","262.628"
"Barbados","2054","Upper 80 PI","278.444"
"Barbados","2054","Lower 80 PI","245.644"
"Barbados","2054","Upper 95 PI","287.534"
"Barbados","2054","Lower 95 PI","236.812"
"Barbados","2053","Medium","263.918"
"Barbados","2053","High","287.728"
"Barbados","2053","Low","240.341"
"Barbados","2053","Constant fertility","262.852"
"Barbados","2053","Instant replacement","288.414"
"Barbados","2053","Zero migration","266.856"
"Barbados","2053","Constant mortality","253.098"
"Barbados","2053","No change","252.048"
"Barbados","2053","Momentum","280.474"
"Barbados","2053","Instant replacement zero migration","291.493"
"Barbados","2053","Median PI","263.918"
"Barbados","2053","Upper 80 PI","279.259"
"Barbados","2053","Lower 80 PI","247.515"
"Barbados","2053","Upper 95 PI","287.885"
"Barbados","2053","Lower 95 PI","238.997"
"Barbados","2052","Medium","265.212"
"Barbados","2052","High","288.019"
"Barbados","2052","Low","242.511"
"Barbados","2052","Constant fertility","264.186"
"Barbados","2052","Instant replacement","288.716"
"Barbados","2052","Zero migration","268.053"
"Barbados","2052","Constant mortality","254.891"
"Barbados","2052","No change","253.879"
"Barbados","2052","Momentum","281.18"
"Barbados","2052","Instant replacement zero migration","291.687"
"Barbados","2052","Median PI","265.212"
"Barbados","2052","Upper 80 PI","280.076"
"Barbados","2052","Lower 80 PI","249.297"
"Barbados","2052","Upper 95 PI","288.302"
"Barbados","2052","Lower 95 PI","241.218"
"Barbados","2051","Medium","266.505"
"Barbados","2051","High","288.351"
"Barbados","2051","Low","244.655"
"Barbados","2051","Constant fertility","265.516"
"Barbados","2051","Instant replacement","289.067"
"Barbados","2051","Zero migration","269.244"
"Barbados","2051","Constant mortality","256.683"
"Barbados","2051","No change","255.707"
"Barbados","2051","Momentum","281.942"
"Barbados","2051","Instant replacement zero migration","291.929"
"Barbados","2051","Median PI","266.505"
"Barbados","2051","Upper 80 PI","280.972"
"Barbados","2051","Lower 80 PI","251.213"
"Barbados","2051","Upper 95 PI","288.818"
"Barbados","2051","Lower 95 PI","243.219"
"Barbados","2050","Medium","267.788"
"Barbados","2050","High","288.709"
"Barbados","2050","Low","246.767"
"Barbados","2050","Constant fertility","266.836"
"Barbados","2050","Instant replacement","289.46"
"Barbados","2050","Zero migration","270.423"
"Barbados","2050","Constant mortality","258.462"
"Barbados","2050","No change","257.525"
"Barbados","2050","Momentum","282.741"
"Barbados","2050","Instant replacement zero migration","292.214"
"Barbados","2050","Median PI","267.788"
"Barbados","2050","Upper 80 PI","281.868"
"Barbados","2050","Lower 80 PI","253.155"
"Barbados","2050","Upper 95 PI","289.374"
"Barbados","2050","Lower 95 PI","245.116"
"Barbados","2049","Medium","269.048"
"Barbados","2049","High","289.082"
"Barbados","2049","Low","248.841"
"Barbados","2049","Constant fertility","268.133"
"Barbados","2049","Instant replacement","289.882"
"Barbados","2049","Zero migration","271.591"
"Barbados","2049","Constant mortality","260.229"
"Barbados","2049","No change","259.329"
"Barbados","2049","Momentum","283.577"
"Barbados","2049","Instant replacement zero migration","292.534"
"Barbados","2049","Median PI","269.048"
"Barbados","2049","Upper 80 PI","282.689"
"Barbados","2049","Lower 80 PI","254.964"
"Barbados","2049","Upper 95 PI","289.912"
"Barbados","2049","Lower 95 PI","247.171"
"Barbados","2048","Medium","270.291"
"Barbados","2048","High","289.464"
"Barbados","2048","Low","250.886"
"Barbados","2048","Constant fertility","269.412"
"Barbados","2048","Instant replacement","290.325"
"Barbados","2048","Zero migration","272.736"
"Barbados","2048","Constant mortality","261.977"
"Barbados","2048","No change","261.109"
"Barbados","2048","Momentum","284.435"
"Barbados","2048","Instant replacement zero migration","292.877"
"Barbados","2048","Median PI","270.292"
"Barbados","2048","Upper 80 PI","283.466"
"Barbados","2048","Lower 80 PI","256.707"
"Barbados","2048","Upper 95 PI","290.416"
"Barbados","2048","Lower 95 PI","249.272"
"Barbados","2047","Medium","271.515"
"Barbados","2047","High","289.848"
"Barbados","2047","Low","252.905"
"Barbados","2047","Constant fertility","270.671"
"Barbados","2047","Instant replacement","290.781"
"Barbados","2047","Zero migration","273.857"
"Barbados","2047","Constant mortality","263.695"
"Barbados","2047","No change","262.861"
"Barbados","2047","Momentum","285.294"
"Barbados","2047","Instant replacement zero migration","293.226"
"Barbados","2047","Median PI","271.515"
"Barbados","2047","Upper 80 PI","284.235"
"Barbados","2047","Lower 80 PI","258.416"
"Barbados","2047","Upper 95 PI","290.895"
"Barbados","2047","Lower 95 PI","251.239"
"Barbados","2046","Medium","272.705"
"Barbados","2046","High","290.211"
"Barbados","2046","Low","254.882"
"Barbados","2046","Constant fertility","271.893"
"Barbados","2046","Instant replacement","291.228"
"Barbados","2046","Zero migration","274.951"
"Barbados","2046","Constant mortality","265.392"
"Barbados","2046","No change","264.588"
"Barbados","2046","Momentum","286.149"
"Barbados","2046","Instant replacement zero migration","293.567"
"Barbados","2046","Median PI","272.706"
"Barbados","2046","Upper 80 PI","284.933"
"Barbados","2046","Lower 80 PI","260.083"
"Barbados","2046","Upper 95 PI","291.261"
"Barbados","2046","Lower 95 PI","252.988"
"Barbados","2045","Medium","273.86"
"Barbados","2045","High","290.547"
"Barbados","2045","Low","256.822"
"Barbados","2045","Constant fertility","273.084"
"Barbados","2045","Instant replacement","291.657"
"Barbados","2045","Zero migration","276.005"
"Barbados","2045","Constant mortality","267.053"
"Barbados","2045","No change","266.284"
"Barbados","2045","Momentum","286.983"
"Barbados","2045","Instant replacement zero migration","293.884"
"Barbados","2045","Median PI","273.86"
"Barbados","2045","Upper 80 PI","285.597"
"Barbados","2045","Lower 80 PI","261.656"
"Barbados","2045","Upper 95 PI","291.638"
"Barbados","2045","Lower 95 PI","254.801"
"Barbados","2044","Medium","274.967"
"Barbados","2044","High","290.844"
"Barbados","2044","Low","258.718"
"Barbados","2044","Constant fertility","274.235"
"Barbados","2044","Instant replacement","292.048"
"Barbados","2044","Zero migration","277.007"
"Barbados","2044","Constant mortality","268.653"
"Barbados","2044","No change","267.929"
"Barbados","2044","Momentum","287.774"
"Barbados","2044","Instant replacement zero migration","294.164"
"Barbados","2044","Median PI","274.967"
"Barbados","2044","Upper 80 PI","286.234"
"Barbados","2044","Lower 80 PI","263.198"
"Barbados","2044","Upper 95 PI","292.029"
"Barbados","2044","Lower 95 PI","256.835"
"Barbados","2043","Medium","276.014"
"Barbados","2043","High","291.087"
"Barbados","2043","Low","260.556"
"Barbados","2043","Constant fertility","275.332"
"Barbados","2043","Instant replacement","292.386"
"Barbados","2043","Zero migration","277.957"
"Barbados","2043","Constant mortality","270.189"
"Barbados","2043","No change","269.516"
"Barbados","2043","Momentum","288.511"
"Barbados","2043","Instant replacement zero migration","294.406"
"Barbados","2043","Median PI","276.014"
"Barbados","2043","Upper 80 PI","286.821"
"Barbados","2043","Lower 80 PI","264.711"
"Barbados","2043","Upper 95 PI","292.245"
"Barbados","2043","Lower 95 PI","258.795"
"Barbados","2042","Medium","277.003"
"Barbados","2042","High","291.279"
"Barbados","2042","Low","262.341"
"Barbados","2042","Constant fertility","276.377"
"Barbados","2042","Instant replacement","292.668"
"Barbados","2042","Zero migration","278.845"
"Barbados","2042","Constant mortality","271.657"
"Barbados","2042","No change","271.04"
"Barbados","2042","Momentum","289.178"
"Barbados","2042","Instant replacement zero migration","294.583"
"Barbados","2042","Median PI","277.003"
"Barbados","2042","Upper 80 PI","287.349"
"Barbados","2042","Lower 80 PI","266.101"
"Barbados","2042","Upper 95 PI","292.452"
"Barbados","2042","Lower 95 PI","260.702"
"Barbados","2041","Medium","277.923"
"Barbados","2041","High","291.412"
"Barbados","2041","Low","264.07"
"Barbados","2041","Constant fertility","277.363"
"Barbados","2041","Instant replacement","292.877"
"Barbados","2041","Zero migration","279.67"
"Barbados","2041","Constant mortality","273.047"
"Barbados","2041","No change","272.492"
"Barbados","2041","Momentum","289.76"
"Barbados","2041","Instant replacement zero migration","294.69"
"Barbados","2041","Median PI","277.923"
"Barbados","2041","Upper 80 PI","287.784"
"Barbados","2041","Lower 80 PI","267.493"
"Barbados","2041","Upper 95 PI","292.616"
"Barbados","2041","Lower 95 PI","262.423"
"Barbados","2040","Medium","278.768"
"Barbados","2040","High","291.469"
"Barbados","2040","Low","265.728"
"Barbados","2040","Constant fertility","278.28"
"Barbados","2040","Instant replacement","293.005"
"Barbados","2040","Zero migration","280.421"
"Barbados","2040","Constant mortality","274.353"
"Barbados","2040","No change","273.872"
"Barbados","2040","Momentum","290.252"
"Barbados","2040","Instant replacement zero migration","294.719"
"Barbados","2040","Median PI","278.768"
"Barbados","2040","Upper 80 PI","288.121"
"Barbados","2040","Lower 80 PI","268.916"
"Barbados","2040","Upper 95 PI","292.61"
"Barbados","2040","Lower 95 PI","263.917"
"Barbados","2039","Medium","279.54"
"Barbados","2039","High","291.454"
"Barbados","2039","Low","267.32"
"Barbados","2039","Constant fertility","279.125"
"Barbados","2039","Instant replacement","293.055"
"Barbados","2039","Zero migration","281.093"
"Barbados","2039","Constant mortality","275.572"
"Barbados","2039","No change","275.167"
"Barbados","2039","Momentum","290.653"
"Barbados","2039","Instant replacement zero migration","294.663"
"Barbados","2039","Median PI","279.54"
"Barbados","2039","Upper 80 PI","288.382"
"Barbados","2039","Lower 80 PI","270.259"
"Barbados","2039","Upper 95 PI","292.466"
"Barbados","2039","Lower 95 PI","265.534"
"Barbados","2038","Medium","280.235"
"Barbados","2038","High","291.361"
"Barbados","2038","Low","268.847"
"Barbados","2038","Constant fertility","279.901"
"Barbados","2038","Instant replacement","293.027"
"Barbados","2038","Zero migration","281.693"
"Barbados","2038","Constant mortality","276.693"
"Barbados","2038","No change","276.365"
"Barbados","2038","Momentum","290.95"
"Barbados","2038","Instant replacement zero migration","294.531"
"Barbados","2038","Median PI","280.235"
"Barbados","2038","Upper 80 PI","288.514"
"Barbados","2038","Lower 80 PI","271.529"
"Barbados","2038","Upper 95 PI","292.377"
"Barbados","2038","Lower 95 PI","267.159"
"Barbados","2037","Medium","280.849"
"Barbados","2037","High","291.18"
"Barbados","2037","Low","270.298"
"Barbados","2037","Constant fertility","280.594"
"Barbados","2037","Instant replacement","292.912"
"Barbados","2037","Zero migration","282.211"
"Barbados","2037","Constant mortality","277.717"
"Barbados","2037","No change","277.464"
"Barbados","2037","Momentum","291.15"
"Barbados","2037","Instant replacement zero migration","294.312"
"Barbados","2037","Median PI","280.848"
"Barbados","2037","Upper 80 PI","288.598"
"Barbados","2037","Lower 80 PI","272.821"
"Barbados","2037","Upper 95 PI","292.285"
"Barbados","2037","Lower 95 PI","268.663"
"Barbados","2036","Medium","281.387"
"Barbados","2036","High","290.915"
"Barbados","2036","Low","271.681"
"Barbados","2036","Constant fertility","281.203"
"Barbados","2036","Instant replacement","292.716"
"Barbados","2036","Zero migration","282.658"
"Barbados","2036","Constant mortality","278.65"
"Barbados","2036","No change","278.469"
"Barbados","2036","Momentum","291.25"
"Barbados","2036","Instant replacement zero migration","294.019"
"Barbados","2036","Median PI","281.386"
"Barbados","2036","Upper 80 PI","288.68"
"Barbados","2036","Lower 80 PI","274.002"
"Barbados","2036","Upper 95 PI","292.118"
"Barbados","2036","Lower 95 PI","270.038"
"Barbados","2035","Medium","281.861"
"Barbados","2035","High","290.577"
"Barbados","2035","Low","273.005"
"Barbados","2035","Constant fertility","281.737"
"Barbados","2035","Instant replacement","292.443"
"Barbados","2035","Zero migration","283.036"
"Barbados","2035","Constant mortality","279.483"
"Barbados","2035","No change","279.361"
"Barbados","2035","Momentum","291.241"
"Barbados","2035","Instant replacement zero migration","293.647"
"Barbados","2035","Median PI","281.861"
"Barbados","2035","Upper 80 PI","288.645"
"Barbados","2035","Lower 80 PI","274.998"
"Barbados","2035","Upper 95 PI","291.837"
"Barbados","2035","Lower 95 PI","271.355"
"Barbados","2034","Medium","282.255"
"Barbados","2034","High","290.149"
"Barbados","2034","Low","274.257"
"Barbados","2034","Constant fertility","282.18"
"Barbados","2034","Instant replacement","292.082"
"Barbados","2034","Zero migration","283.334"
"Barbados","2034","Constant mortality","280.217"
"Barbados","2034","No change","280.142"
"Barbados","2034","Momentum","291.132"
"Barbados","2034","Instant replacement zero migration","293.188"
"Barbados","2034","Median PI","282.254"
"Barbados","2034","Upper 80 PI","288.431"
"Barbados","2034","Lower 80 PI","275.923"
"Barbados","2034","Upper 95 PI","291.409"
"Barbados","2034","Lower 95 PI","272.592"
"Barbados","2033","Medium","282.567"
"Barbados","2033","High","289.627"
"Barbados","2033","Low","275.432"
"Barbados","2033","Constant fertility","282.536"
"Barbados","2033","Instant replacement","291.642"
"Barbados","2033","Zero migration","283.558"
"Barbados","2033","Constant mortality","280.851"
"Barbados","2033","No change","280.82"
"Barbados","2033","Momentum","290.914"
"Barbados","2033","Instant replacement zero migration","292.654"
"Barbados","2033","Median PI","282.567"
"Barbados","2033","Upper 80 PI","288.18"
"Barbados","2033","Lower 80 PI","276.879"
"Barbados","2033","Upper 95 PI","291.005"
"Barbados","2033","Lower 95 PI","273.785"
"Barbados","2032","Medium","282.815"
"Barbados","2032","High","289.03"
"Barbados","2032","Low","276.547"
"Barbados","2032","Constant fertility","282.813"
"Barbados","2032","Instant replacement","291.127"
"Barbados","2032","Zero migration","283.712"
"Barbados","2032","Constant mortality","281.385"
"Barbados","2032","No change","281.385"
"Barbados","2032","Momentum","290.592"
"Barbados","2032","Instant replacement zero migration","292.041"
"Barbados","2032","Median PI","282.816"
"Barbados","2032","Upper 80 PI","287.898"
"Barbados","2032","Lower 80 PI","277.751"
"Barbados","2032","Upper 95 PI","290.436"
"Barbados","2032","Lower 95 PI","275.008"
"Barbados","2031","Medium","282.986"
"Barbados","2031","High","288.431"
"Barbados","2031","Low","277.505"
"Barbados","2031","Constant fertility","283.005"
"Barbados","2031","Instant replacement","290.527"
"Barbados","2031","Zero migration","283.791"
"Barbados","2031","Constant mortality","281.824"
"Barbados","2031","No change","281.842"
"Barbados","2031","Momentum","290.171"
"Barbados","2031","Instant replacement zero migration","291.346"
"Barbados","2031","Median PI","282.986"
"Barbados","2031","Upper 80 PI","287.541"
"Barbados","2031","Lower 80 PI","278.464"
"Barbados","2031","Upper 95 PI","289.676"
"Barbados","2031","Lower 95 PI","276.05"
"Barbados","2030","Medium","283.082"
"Barbados","2030","High","287.836"
"Barbados","2030","Low","278.305"
"Barbados","2030","Constant fertility","283.115"
"Barbados","2030","Instant replacement","289.849"
"Barbados","2030","Zero migration","283.798"
"Barbados","2030","Constant mortality","282.156"
"Barbados","2030","No change","282.186"
"Barbados","2030","Momentum","289.647"
"Barbados","2030","Instant replacement zero migration","290.577"
"Barbados","2030","Median PI","283.082"
"Barbados","2030","Upper 80 PI","287.156"
"Barbados","2030","Lower 80 PI","279.089"
"Barbados","2030","Upper 95 PI","288.939"
"Barbados","2030","Lower 95 PI","276.855"
"Barbados","2029","Medium","283.112"
"Barbados","2029","High","287.168"
"Barbados","2029","Low","279.043"
"Barbados","2029","Constant fertility","283.147"
"Barbados","2029","Instant replacement","289.097"
"Barbados","2029","Zero migration","283.744"
"Barbados","2029","Constant mortality","282.397"
"Barbados","2029","No change","282.433"
"Barbados","2029","Momentum","289.019"
"Barbados","2029","Instant replacement zero migration","289.74"
"Barbados","2029","Median PI","283.112"
"Barbados","2029","Upper 80 PI","286.7"
"Barbados","2029","Lower 80 PI","279.654"
"Barbados","2029","Upper 95 PI","288.283"
"Barbados","2029","Lower 95 PI","277.614"
"Barbados","2028","Medium","283.071"
"Barbados","2028","High","286.42"
"Barbados","2028","Low","279.714"
"Barbados","2028","Constant fertility","283.106"
"Barbados","2028","Instant replacement","288.274"
"Barbados","2028","Zero migration","283.615"
"Barbados","2028","Constant mortality","282.546"
"Barbados","2028","No change","282.584"
"Barbados","2028","Momentum","288.294"
"Barbados","2028","Instant replacement zero migration","288.826"
"Barbados","2028","Median PI","283.071"
"Barbados","2028","Upper 80 PI","286.181"
"Barbados","2028","Lower 80 PI","280.118"
"Barbados","2028","Upper 95 PI","287.582"
"Barbados","2028","Lower 95 PI","278.386"
"Barbados","2027","Medium","282.962"
"Barbados","2027","High","285.596"
"Barbados","2027","Low","280.323"
"Barbados","2027","Constant fertility","282.998"
"Barbados","2027","Instant replacement","287.38"
"Barbados","2027","Zero migration","283.418"
"Barbados","2027","Constant mortality","282.598"
"Barbados","2027","No change","282.635"
"Barbados","2027","Momentum","287.474"
"Barbados","2027","Instant replacement zero migration","287.841"
"Barbados","2027","Median PI","282.962"
"Barbados","2027","Upper 80 PI","285.557"
"Barbados","2027","Lower 80 PI","280.489"
"Barbados","2027","Upper 95 PI","286.765"
"Barbados","2027","Lower 95 PI","279.033"
"Barbados","2026","Medium","282.797"
"Barbados","2026","High","284.849"
"Barbados","2026","Low","280.745"
"Barbados","2026","Constant fertility","282.827"
"Barbados","2026","Instant replacement","286.42"
"Barbados","2026","Zero migration","283.171"
"Barbados","2026","Constant mortality","282.565"
"Barbados","2026","No change","282.597"
"Barbados","2026","Momentum","286.562"
"Barbados","2026","Instant replacement zero migration","286.796"
"Barbados","2026","Median PI","282.797"
"Barbados","2026","Upper 80 PI","284.889"
"Barbados","2026","Lower 80 PI","280.81"
"Barbados","2026","Upper 95 PI","285.909"
"Barbados","2026","Lower 95 PI","279.615"
"Barbados","2025","Medium","282.58"
"Barbados","2025","High","284.18"
"Barbados","2025","Low","280.98"
"Barbados","2025","Constant fertility","282.604"
"Barbados","2025","Instant replacement","285.406"
"Barbados","2025","Zero migration","282.866"
"Barbados","2025","Constant mortality","282.452"
"Barbados","2025","No change","282.476"
"Barbados","2025","Momentum","285.562"
"Barbados","2025","Instant replacement zero migration","285.692"
"Barbados","2025","Median PI","282.581"
